session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag,sequence_id
SES_SPR_POO_0011,athlete_55,1355,sprint,101.99,82.99,150.49,134.17,112.61,99.66,136.6,144.2,103.44,88.01,33.89,1.53,22.2,7.52,0.52,0,0.632,28.9,setup,poor,LOWER HIPS!,45
SES_SPR_POO_0011,athlete_75,1345,sprint,97.06,90.33,130.54,125.15,114.48,104.29,123.86,135.02,84.84,91.0,41.2,5.1,21.29,-1.57,0.41,0,0.687,45.9,takeoff,poor,Work on symmetry.,44
SES_JAV_ELI_0012,athlete_49,1448,javelin,108.28,103.84,145.36,142.76,173.77,164.86,127.02,124.63,89.56,83.78,37.18,1.47,27.08,1.79,0.39,0,0.762,94.9,descent,elite,Great form! Maintain position.,48
SES_CRI_AVE_0018,athlete_15,2219,cricket_bat,148.32,142.77,160.75,150.87,118.85,115.63,163.16,170.88,87.03,85.79,32.42,0.11,23.44,0.01,0.47,0,0.69,66.0,flight,average,Activate core more.,73
SES_CRI_ELI_0016,athlete_73,1920,cricket_bat,104.74,111.98,139.53,144.87,86.22,82.42,154.75,152.3,80.55,81.09,27.91,1.45,35.74,1.94,0.43,0,0.79,93.7,setup,elite,Hold this form.,64
SES_CRI_GOO_0017,athlete_65,2156,cricket_bat,121.61,143.34,156.51,151.25,104.28,95.6,167.15,157.33,85.86,90.76,26.06,1.17,24.6,4.25,0.43,0,0.716,83.2,flight,good,"Good depth, push harder through the heels.",71
SES_SPR_GOO_0009,athlete_16,1198,sprint,58.51,62.51,100.95,106.49,79.93,88.94,105.52,91.09,80.49,79.5,23.72,0.62,14.63,2.24,0.49,0,0.813,82.1,takeoff,good,"Good depth, push harder through the heels.",39
SES_JAV_AVE_0014,athlete_52,1699,javelin,129.46,127.64,166.32,162.65,133.69,142.49,135.87,148.35,75.59,77.39,47.31,0,29.45,0.4,0.41,0,0.669,67.2,takeoff,average,Lower your hips.,56
SES_VER_POO_0003,athlete_41,396,vertical_jump,128.95,128.5,125.24,143.54,93.14,93.39,147.24,140.53,73.61,69.38,28.52,1.08,32.9,5.5,0.59,9.6,0.655,49.0,descent,poor,Critical form deviation.,13
SES_CRI_ELI_0016,athlete_76,2030,cricket_bat,121.82,122.01,132.86,129.64,90.58,79.3,141.98,145.28,87.51,93.84,17.22,2.15,51.96,3.27,0.46,0,0.812,95.2,takeoff,elite,Hold this form.,67
SES_SNA_AVE_0006,athlete_29,810,snatch,133.09,115.87,129.32,144.43,71.26,62.61,156.77,163.16,84.65,71.32,43.09,1.24,26.33,-0.49,0.41,0,0.75,64.4,setup,average,Control trunk lean.,27
SES_VER_ELI_0000,athlete_79,95,vertical_jump,96.92,92.35,92.25,100.47,62.22,54.34,120.01,114.61,91.38,84.95,9.32,0.86,31.29,1.49,0.51,63.6,0.919,91.0,setup,elite,Hold this form.,3
SES_CRI_POO_0019,athlete_48,2381,cricket_bat,153.79,166.83,166.27,165.99,137.45,137.8,179.94,179.46,78.11,71.95,47.93,2.94,17.15,5.67,0.57,0,0.594,50.5,descent,poor,Critical form deviation.,79
SES_CRI_GOO_0017,athlete_79,2071,cricket_bat,114.03,118.8,153.98,142.95,94.58,122.91,155.71,137.9,89.51,91.65,12.27,1.85,32.24,0.43,0.5,0,0.746,74.6,setup,good,"Good depth, push harder through the heels.",69
SES_CRI_ELI_0016,athlete_64,1983,cricket_bat,119.36,124.36,143.93,142.64,83.63,89.22,146.65,143.96,88.8,81.71,28.79,2.29,48.83,2.19,0.45,0,0.805,97.0,setup,elite,Hold this form.,66
SES_VER_POO_0003,athlete_61,374,vertical_jump,121.59,139.99,139.52,132.0,96.64,83.33,145.31,147.07,59.46,67.09,39.83,0.87,26.15,-1.22,0.45,17.9,0.638,38.4,takeoff,poor,Critical form deviation.,12
SES_SPR_GOO_0009,athlete_08,1144,sprint,57.6,62.05,96.63,103.56,76.63,73.03,87.86,104.78,76.84,80.27,22.76,0,22.24,0.22,0.41,0,0.805,83.1,setup,good,"Good depth, push harder through the heels.",38
SES_JAV_ELI_0012,athlete_39,1487,javelin,102.76,105.98,146.85,150.69,167.65,164.35,132.91,119.61,88.25,82.38,35.26,3.11,36.26,1.08,0.56,0,0.763,94.2,takeoff,elite,Great form! Maintain position.,49
SES_JAV_ELI_0012,athlete_49,1463,javelin,112.27,102.9,149.16,144.9,166.74,165.11,129.3,123.45,79.35,82.7,40.93,1.47,27.08,1.79,0.39,0,0.746,95.0,flight,elite,Great form! Maintain position.,48
SES_CRI_ELI_0016,athlete_73,1921,cricket_bat,109.74,116.98,137.78,139.87,81.22,82.8,150.6,153.96,75.55,86.09,22.91,1.45,35.74,1.94,0.43,0,0.796,93.9,setup,elite,Hold this form.,64
SES_CRI_AVE_0018,athlete_33,2246,cricket_bat,141.06,146.01,155.69,154.46,105.56,111.64,166.34,154.39,80.29,89.01,45.65,0.2,16.78,4.95,0.41,0,0.707,62.8,flight,average,Activate core more.,74
SES_JAV_POO_0015,athlete_28,1832,javelin,143.65,152.75,178,168.29,114.04,145.52,164.85,152.79,66.44,68.67,48.02,1.63,30.33,3.74,0.48,0,0.565,30.6,setup,poor,LOWER HIPS!,61
SES_SPR_AVE_0010,athlete_04,1246,sprint,79.15,83.52,114.12,117.4,93.33,92.9,97.83,111.15,97.55,83.29,25.04,2.26,17.05,4.37,0.56,0,0.775,66.0,descent,average,Lower your hips.,41
SES_SPR_AVE_0010,athlete_67,1267,sprint,63.3,69.46,120.26,115.59,85.95,103.62,115.51,107.23,84.03,77.36,29.92,1.85,28.51,1.34,0.4,0,0.759,65.9,setup,average,Lower your hips.,42
SES_JAV_AVE_0014,athlete_52,1693,javelin,118.52,133.16,152.12,159.0,143.69,148.36,140.57,150.64,85.83,78.23,49.0,0,29.45,0.4,0.41,0,0.629,67.0,descent,average,Lower your hips.,56
SES_SNA_GOO_0005,athlete_22,631,snatch,103.61,99.9,108.71,107.56,56.2,46.63,163.81,168.66,79.82,81.49,36.44,1.84,29.67,4.16,0.43,0,0.886,81.1,setup,good,Slight asymmetry detected.,21
SES_CRI_AVE_0018,athlete_72,2264,cricket_bat,147.88,134.69,159.65,156.39,130.86,120.53,162.49,162.98,86.52,87.47,35.29,1.09,28.62,1.85,0.4,0,0.687,60.2,descent,average,Control trunk lean.,75
SES_JAV_POO_0015,athlete_10,1811,javelin,150.0,135.28,172.53,173.0,131.24,129.44,156.48,148.38,68.74,72.85,57.46,3.18,27.74,-0.11,0.37,0,0.57,55.2,descent,poor,LOWER HIPS!,60
SES_CRI_AVE_0018,athlete_59,2177,cricket_bat,145.09,153.32,153.39,165.74,106.73,123.98,170.04,163.26,89.27,79.26,36.23,3.51,36.71,4.25,0.4,0,0.679,64.5,takeoff,average,Activate core more.,72
SES_JAV_GOO_0013,athlete_67,1623,javelin,99.88,107.13,160.36,149.07,155.92,151.0,142.88,139.91,89.26,80.21,47.73,2.8,33.22,3.51,0.54,0,0.697,81.4,setup,good,Extend hips fully.,54
SES_JAV_AVE_0014,athlete_73,1764,javelin,126.05,115.08,165.83,167.55,149.28,143.06,142.09,155.39,72.04,78.44,48.75,2.63,19.34,0.28,0.43,0,0.651,56.7,flight,average,Control trunk lean.,58
SES_CRI_AVE_0018,athlete_15,2211,cricket_bat,149.48,142.62,164.73,163.38,113.62,110.55,158.09,170.13,79.0,70.56,28.78,0.11,23.44,0.01,0.47,0,0.704,66.1,takeoff,average,Activate core more.,73
SES_VER_ELI_0000,athlete_49,42,vertical_jump,97.57,92.0,90.91,85.97,66.34,58.34,128.55,120.88,82.95,79.26,17.22,4.68,33.72,-0.49,0.5,65.6,0.927,94.6,takeoff,elite,Elite biomechanics detected.,1
SES_VER_GOO_0001,athlete_46,136,vertical_jump,105.07,99.28,101.97,107.81,75.52,74.88,125.25,134.54,88.11,85.73,14.0,2.67,21.85,4.22,0.41,47.7,0.846,77.2,takeoff,good,Extend hips fully.,4
SES_CRI_AVE_0018,athlete_33,2242,cricket_bat,131.06,146.01,152.73,144.77,100.81,111.64,169.71,154.39,86.52,79.01,45.65,0.2,16.78,4.95,0.41,0,0.67,63.1,takeoff,average,Activate core more.,74
SES_VER_POO_0003,athlete_41,393,vertical_jump,123.95,128.51,130.81,138.54,88.14,88.39,142.24,139.1,68.61,79.32,33.52,1.08,32.9,5.5,0.59,9.6,0.671,49.2,setup,poor,Critical form deviation.,13
SES_VER_ELI_0000,athlete_21,20,vertical_jump,90.02,88.43,97.8,95.12,59.31,59.96,114.9,123.69,92.71,91.12,10.89,3.75,40.25,2.33,0.48,49.9,0.946,92.2,flight,elite,Great form! Maintain position.,0
SES_JAV_GOO_0013,athlete_07,1603,javelin,118.35,115.44,158.21,145.77,150.95,152.91,123.88,144.13,90.94,84.36,42.14,3.92,21.2,1.99,0.58,0,0.709,82.8,descent,good,"Good depth, push harder through the heels.",53
SES_JAV_AVE_0014,athlete_73,1745,javelin,131.8,134.46,163.0,160.13,136.24,146.79,134.53,141.67,86.58,79.23,57.31,2.63,19.34,0.28,0.43,0,0.669,57.4,setup,average,Control trunk lean.,58
SES_VER_AVE_0002,athlete_23,267,vertical_jump,109.67,113.27,113.68,120.49,71.98,86.89,152.46,135.65,70.39,74.29,21.76,1.55,37.69,-0.28,0.5,39.9,0.772,62.5,landing,average,Lower your hips.,8
SES_SNA_POO_0007,athlete_79,875,snatch,142.13,120.67,144.37,154.84,81.16,94.09,165.0,145.37,72.9,86.95,40.58,1.83,32.0,4.97,0.38,0,0.653,43.5,setup,poor,Critical form deviation.,29
SES_SPR_GOO_0009,athlete_27,1097,sprint,53.97,50.39,96.76,102.99,78.15,93.24,88.91,93.24,78.61,72.94,13.0,1.98,26.91,2.91,0.54,0,0.811,82.6,descent,good,Slight asymmetry detected.,36
SES_JAV_POO_0015,athlete_28,1851,javelin,134.91,143.17,173.64,169.29,129.57,130.22,168.78,179.65,72.42,83.61,64.19,1.63,30.33,3.74,0.48,0,0.574,32.0,takeoff,poor,LOWER HIPS!,61
SES_CRI_GOO_0017,athlete_69,2068,cricket_bat,142.35,132.32,153.03,141.84,91.42,97.48,147.53,139.17,79.29,84.84,22.88,2.76,28.84,4.74,0.53,0,0.737,82.7,flight,good,Slight asymmetry detected.,68
SES_SPR_GOO_0009,athlete_08,1167,sprint,60.96,52.7,106.29,102.07,76.4,91.34,87.29,100.18,79.03,76.82,23.85,0,22.24,0.22,0.41,0,0.797,84.4,takeoff,good,"Good depth, push harder through the heels.",38
SES_CRI_AVE_0018,athlete_72,2250,cricket_bat,141.39,148.66,153.02,172.55,149.64,113.11,167.27,167.19,109.67,80.16,35.32,1.09,28.62,1.85,0.4,0,0.671,62.0,setup,average,Control trunk lean.,75
SES_SNA_GOO_0005,athlete_29,696,snatch,102.29,100.2,110.68,117.47,41.21,49.41,180,166.28,87.2,85.53,32.73,5.61,24.9,1.64,0.48,0,0.875,87.8,descent,good,Extend hips fully.,23
SES_CRI_POO_0019,athlete_38,2334,cricket_bat,158.38,151.9,168.6,163.62,125.64,133.1,174.41,169.11,83.15,81.77,34.8,1.56,20.79,1.4,0.53,0,0.599,31.2,flight,poor,Work on symmetry.,77
SES_SNA_AVE_0006,athlete_29,839,snatch,110.12,111.96,129.14,107.98,68.42,61.8,150.88,167.33,87.87,85.34,40.6,1.24,26.33,-0.49,0.41,0,0.766,64.4,landing,average,Control trunk lean.,27
SES_JAV_POO_0015,athlete_47,1889,javelin,142.58,144.43,170.77,161.05,131.81,128.43,172.06,169.33,68.39,63.31,65.52,4.82,22.78,-0.61,0.3,0,0.579,42.8,flight,poor,Critical form deviation.,62
SES_JAV_GOO_0013,athlete_07,1599,javelin,111.76,118.22,158.21,155.77,160.95,159.67,133.88,136.16,91.51,79.24,41.46,3.92,21.2,1.99,0.58,0,0.718,83.8,descent,good,"Good depth, push harder through the heels.",53
SES_SPR_POO_0011,athlete_29,1437,sprint,89.23,88.51,138.93,145.13,104.26,89.17,130.09,137.06,100.12,83.32,41.74,1.78,12.02,4.96,0.53,0,0.704,36.1,takeoff,poor,Critical form deviation.,47
SES_SNA_GOO_0005,athlete_28,687,snatch,95.03,92.23,103.06,111.75,49.17,48.1,173.75,173.12,76.33,87.8,24.43,1.08,29.28,4.84,0.57,0,0.866,84.4,landing,good,"Good depth, push harder through the heels.",22
SES_SNA_POO_0007,athlete_11,907,snatch,129.78,128.65,146.36,149.41,89.49,73.17,129.91,147.81,68.3,63.51,37.25,2.14,29.83,1.47,0.37,0,0.711,44.3,descent,poor,Work on symmetry.,30
SES_JAV_ELI_0012,athlete_68,1540,javelin,110.04,99.58,145.76,147.27,164.07,176.8,142.52,119.67,91.31,83.96,33.29,2.6,37.36,-1.48,0.52,0,0.748,94.1,descent,elite,Great form! Maintain position.,51
SES_JAV_ELI_0012,athlete_68,1557,javelin,108.47,106.41,155.6,152.43,172.05,174.98,124.13,138.09,87.45,80.61,41.81,2.6,37.36,-1.48,0.52,0,0.768,96.7,flight,elite,Great form! Maintain position.,51
SES_SNA_AVE_0006,athlete_29,835,snatch,100.12,109.1,119.14,115.22,69.31,59.27,156.13,177.33,88.31,79.31,38.49,1.24,26.33,-0.49,0.41,0,0.783,64.4,landing,average,Control trunk lean.,27
SES_JAV_POO_0015,athlete_04,1915,javelin,145.42,144.75,161.1,177.09,138.14,129.63,165.34,150.15,68.21,74.54,68.52,1.91,22.23,2.77,0.47,0,0.569,27.4,flight,poor,Work on symmetry.,63
SES_SNA_ELI_0004,athlete_14,599,snatch,86.39,93.43,103.49,101.69,48.79,36.94,179.51,176.96,87.6,87.49,20.42,1.28,40.29,3.03,0.44,0,0.92,94.2,landing,elite,Great form! Maintain position.,19
SES_VER_ELI_0000,athlete_70,64,vertical_jump,91.92,92.11,100.63,97.4,61.85,53.87,127.88,132.74,92.45,83.38,15.44,0.25,28.33,2.73,0.46,77.0,0.95,90.8,setup,elite,Hold this form.,2
SES_VER_POO_0003,athlete_61,372,vertical_jump,123.84,129.99,148.1,142.0,102.38,83.33,145.31,141.21,69.46,57.09,29.83,0.87,26.15,-1.22,0.45,17.9,0.673,38.9,takeoff,poor,Critical form deviation.,12
SES_CRI_AVE_0018,athlete_72,2278,cricket_bat,156.67,145.76,153.74,157.65,105.24,105.12,158.44,161.4,92.15,77.74,36.28,1.09,28.62,1.85,0.4,0,0.691,60.1,flight,average,Control trunk lean.,75
SES_VER_GOO_0001,athlete_79,219,vertical_jump,103.33,106.72,111.17,97.49,76.49,59.64,135.21,121.72,83.14,82.15,21.05,1.96,23.98,1.93,0.46,37.9,0.833,78.7,descent,good,Slight asymmetry detected.,7
SES_VER_GOO_0001,athlete_46,128,vertical_jump,105.41,104.36,108.04,101.63,61.16,72.39,141.83,131.87,85.59,80.82,16.41,2.67,21.85,4.22,0.41,47.7,0.859,77.4,descent,good,Extend hips fully.,4
SES_CRI_POO_0019,athlete_25,2281,cricket_bat,169.71,175,163.7,164.66,135.71,122.65,180,161.48,78.49,72.61,52.19,4.06,24.64,1.83,0.39,0,0.609,36.4,setup,poor,Critical form deviation.,76
SES_CRI_ELI_0016,athlete_64,2009,cricket_bat,129.25,110.31,151.99,130.88,85.71,82.17,140.62,143.52,93.13,88.29,24.31,2.29,48.83,2.19,0.45,0,0.734,98.5,flight,elite,Hold this form.,66
SES_CRI_GOO_0017,athlete_15,2103,cricket_bat,131.59,140.92,150.68,148.9,87.69,105.54,164.59,156.05,84.38,88.83,23.11,0.97,12.01,-2.16,0.36,0,0.755,82.6,setup,good,Slight asymmetry detected.,70
SES_CRI_POO_0019,athlete_38,2329,cricket_bat,153.38,162.2,168.31,158.62,110.64,134.28,169.41,174.11,78.15,95.22,49.8,1.56,20.79,1.4,0.53,0,0.585,31.1,takeoff,poor,Work on symmetry.,77
SES_CRI_ELI_0016,athlete_73,1924,cricket_bat,117.07,115.94,139.93,135.0,96.22,87.8,135.6,145.12,80.55,95.86,21.79,1.45,35.74,1.94,0.43,0,0.807,94.3,setup,elite,Hold this form.,64
SES_VER_AVE_0002,athlete_29,305,vertical_jump,123.32,111.96,108.88,121.35,57.28,82.91,160.0,146.41,83.23,82.16,25.86,0.52,14.14,-2.09,0.44,42.1,0.738,69.7,setup,average,Activate core more.,10
SES_SNA_AVE_0006,athlete_29,812,snatch,123.09,115.87,128.5,134.43,81.26,54.05,146.77,162.55,84.65,81.32,43.09,1.24,26.33,-0.49,0.41,0,0.789,64.7,setup,average,Control trunk lean.,27
SES_CRI_POO_0019,athlete_25,2300,cricket_bat,151.3,156.02,154.24,168.17,125.88,138.19,170.0,170.0,83.94,81.73,63.86,4.06,24.64,1.83,0.39,0,0.584,34.2,takeoff,poor,Critical form deviation.,76
SES_JAV_AVE_0014,athlete_66,1783,javelin,126.71,120.51,156.96,162.42,138.81,142.6,141.63,154.52,82.53,71.24,54.87,1.12,29.98,1.94,0.39,0,0.655,56.5,descent,average,Control trunk lean.,59
SES_JAV_ELI_0012,athlete_39,1483,javelin,109.72,103.72,147.71,144.82,172.12,168.03,121.81,133.68,83.85,74.54,37.47,3.11,36.26,1.08,0.56,0,0.758,94.0,descent,elite,Great form! Maintain position.,49
SES_CRI_GOO_0017,athlete_15,2125,cricket_bat,133.41,133.01,151.76,148.11,94.13,93.83,151.71,164.0,84.22,86.96,27.96,0.97,12.01,-2.16,0.36,0,0.772,83.4,flight,good,Slight asymmetry detected.,70
SES_SPR_GOO_0009,athlete_16,1171,sprint,59.09,62.82,99.54,112.87,67.39,90.11,110.8,108.18,82.81,74.33,22.36,0.62,14.63,2.24,0.49,0,0.791,80.3,setup,good,"Good depth, push harder through the heels.",39
SES_SPR_AVE_0010,athlete_49,1312,sprint,78.15,71.72,133.15,119.62,85.28,106.17,109.78,109.19,84.64,84.74,16.51,0.95,27.31,6.44,0.43,0,0.745,70.4,takeoff,average,Control trunk lean.,43
SES_SPR_POO_0011,athlete_29,1424,sprint,87.06,88.8,120.24,134.91,95.32,108.25,122.55,142.06,99.1,92.14,30.55,1.78,12.02,4.96,0.53,0,0.677,35.8,descent,poor,Critical form deviation.,47
SES_SNA_AVE_0006,athlete_29,823,snatch,112.47,110.87,108.66,126.88,59.97,71.36,154.03,155.75,78.45,77.67,37.91,1.24,26.33,-0.49,0.41,0,0.765,65.2,takeoff,average,Control trunk lean.,27
SES_VER_ELI_0000,athlete_21,29,vertical_jump,91.3,95.46,98.81,88.93,70.48,54.96,121.89,112.79,93.16,84.6,10.23,3.75,40.25,2.33,0.48,49.9,0.916,93.5,landing,elite,Great form! Maintain position.,0
SES_SPR_GOO_0009,athlete_16,1183,sprint,57.13,60.92,110.36,101.04,85.01,92.34,91.5,93.49,75.64,79.08,23.37,0.62,14.63,2.24,0.49,0,0.805,82.1,descent,good,"Good depth, push harder through the heels.",39
SES_SPR_POO_0011,athlete_55,1379,sprint,89.31,86.41,135.53,137.95,98.75,108.43,111.99,135.37,101.11,87.78,36.39,1.53,22.2,7.52,0.52,0,0.705,28.8,takeoff,poor,LOWER HIPS!,45
SES_SPR_ELI_0008,athlete_61,1053,sprint,48.62,52.86,85.76,85.65,80.88,79.07,90.06,90.69,76.33,73.32,13.35,3.43,35.85,2.18,0.64,0,0.873,100,setup,elite,Hold this form.,35
SES_SNA_POO_0007,athlete_43,933,snatch,128.08,136.23,156.31,147.83,90.59,74.31,134.93,178.53,75.07,71.62,52.8,3.11,12.22,5.96,0.37,0,0.685,32.9,setup,poor,LOWER HIPS!,31
SES_JAV_AVE_0014,athlete_52,1698,javelin,124.46,132.64,161.32,164.0,138.69,137.49,132.71,153.35,80.59,80.93,42.31,0,29.45,0.4,0.41,0,0.655,67.2,takeoff,average,Lower your hips.,56
SES_SNA_POO_0007,athlete_54,843,snatch,135.52,132.29,125.06,150.35,89.8,77.67,117.87,141.89,61.36,86.06,47.04,3.09,29.02,3.78,0.43,0,0.652,44.1,setup,poor,Work on symmetry.,28
SES_SPR_AVE_0010,athlete_32,1208,sprint,77.12,82.77,126.61,123.41,89.24,93.49,104.57,100.08,80.86,86.8,23.97,1.97,20.64,0.35,0.51,0,0.77,60.8,setup,average,Control trunk lean.,40
SES_JAV_POO_0015,athlete_10,1809,javelin,150.0,145.28,172.53,163.0,121.24,136.49,146.48,148.38,75.47,66.78,57.46,3.18,27.74,-0.11,0.37,0,0.574,55.1,descent,poor,LOWER HIPS!,60
SES_SPR_ELI_0008,athlete_41,991,sprint,51.19,46.48,88.19,87.17,82.19,68.22,76.16,102.68,65.4,66.42,10.04,1.95,22.47,7.38,0.51,0,0.869,93.3,setup,elite,Great form! Maintain position.,33
SES_JAV_GOO_0013,athlete_67,1640,javelin,115.45,103.99,152.52,164.01,166.37,162.66,144.58,142.46,87.75,84.16,47.67,2.8,33.22,3.51,0.54,0,0.688,82.4,takeoff,good,Extend hips fully.,54
SES_JAV_ELI_0012,athlete_49,1443,javelin,104.56,109.47,150.36,146.06,170.99,168.17,122.11,126.28,79.14,89.6,31.59,1.47,27.08,1.79,0.39,0,0.757,95.0,setup,elite,Great form! Maintain position.,48
SES_SPR_POO_0011,athlete_75,1332,sprint,99.98,86.88,132.2,132.71,113.37,109.13,124.23,115.29,95.68,83.85,39.62,5.1,21.29,-1.57,0.41,0,0.68,45.7,descent,poor,Work on symmetry.,44
SES_VER_POO_0003,athlete_19,422,vertical_jump,125.07,132.87,131.69,155.22,93.68,92.47,170.0,130.97,66.09,77.16,33.97,1.73,29.0,-2.4,0.51,24.0,0.628,38.0,setup,poor,Critical form deviation.,14
SES_SNA_GOO_0005,athlete_43,625,snatch,98.27,87.33,118.07,118.39,48.51,45.58,165.83,180,83.99,85.88,23.73,0,19.66,0.14,0.6,0,0.866,79.0,landing,good,Extend hips fully.,20
SES_SNA_GOO_0005,athlete_29,691,snatch,89.95,99.48,115.68,115.57,54.41,37.67,180,165.67,88.95,81.19,17.73,5.61,24.9,1.64,0.48,0,0.868,87.4,setup,good,Extend hips fully.,23
SES_JAV_GOO_0013,athlete_50,1561,javelin,107.01,132.13,164.34,159.72,138.35,158.25,144.46,143.51,90.32,75.08,27.95,2.9,45.79,3.05,0.55,0,0.661,74.9,setup,good,"Good depth, push harder through the heels.",52
SES_CRI_ELI_0016,athlete_73,1923,cricket_bat,119.74,120.94,137.93,140.0,91.22,82.8,140.6,150.12,85.55,90.86,18.86,1.45,35.74,1.94,0.43,0,0.812,94.2,setup,elite,Hold this form.,64
SES_CRI_POO_0019,athlete_25,2306,cricket_bat,167.13,162.27,159.83,158.17,135.88,128.19,160.0,158.41,80.36,80.19,63.32,4.06,24.64,1.83,0.39,0,0.608,34.2,flight,poor,Critical form deviation.,76
SES_SPR_AVE_0010,athlete_67,1271,sprint,67.6,68.1,124.93,110.09,85.95,103.62,105.51,124.13,82.09,77.36,30.96,1.85,28.51,1.34,0.4,0,0.762,66.4,descent,average,Lower your hips.,42
SES_SNA_AVE_0006,athlete_23,758,snatch,113.31,110.27,123.19,126.51,76.44,75.63,146.65,164.69,81.85,81.19,23.05,1.02,17.89,-0.36,0.51,0,0.804,57.7,descent,average,Lower your hips.,25
SES_SPR_POO_0011,athlete_55,1371,sprint,104.48,84.66,135.53,138.8,103.37,101.76,116.6,125.48,81.11,96.0,55.24,1.53,22.2,7.52,0.52,0,0.656,29.6,takeoff,poor,LOWER HIPS!,45
SES_SNA_POO_0007,athlete_43,946,snatch,120.42,118.19,140.66,141.41,73.78,81.74,137.28,155.05,71.82,63.66,49.23,3.11,12.22,5.96,0.37,0,0.713,33.0,takeoff,poor,LOWER HIPS!,31
SES_VER_ELI_0000,athlete_21,3,vertical_jump,86.19,92.24,92.67,95.61,67.22,61.59,123.71,121.47,98.31,83.94,9.2,3.75,40.25,2.33,0.48,49.9,0.929,91.1,setup,elite,Great form! Maintain position.,0
SES_VER_POO_0003,athlete_61,364,vertical_jump,139.86,137.37,150.85,146.18,95.07,67.11,157.22,139.21,60.19,68.84,46.49,0.87,26.15,-1.22,0.45,17.9,0.685,38.6,setup,poor,Critical form deviation.,12
SES_CRI_POO_0019,athlete_25,2291,cricket_bat,149.11,161.28,173.35,164.87,127.74,113.24,180,174.75,77.48,76.73,43.58,4.06,24.64,1.83,0.39,0,0.581,36.0,descent,poor,Critical form deviation.,76
SES_SNA_ELI_0004,athlete_14,582,snatch,87.14,88.81,109.24,102.86,41.83,47.55,179.19,176.21,87.84,95.96,24.94,1.28,40.29,3.03,0.44,0,0.927,94.9,takeoff,elite,Great form! Maintain position.,19
SES_SPR_ELI_0008,athlete_41,1010,sprint,44.36,38.67,91.12,86.86,72.34,70.18,95.53,96.98,66.59,74.94,11.76,1.95,22.47,7.38,0.51,0,0.847,93.6,takeoff,elite,Great form! Maintain position.,33
SES_CRI_AVE_0018,athlete_15,2195,cricket_bat,137.51,151.09,153.99,159.5,110.75,107.63,161.75,168.17,79.31,82.43,48.71,0.11,23.44,0.01,0.47,0,0.68,67.8,setup,average,Activate core more.,73
SES_CRI_GOO_0017,athlete_65,2154,cricket_bat,116.82,133.93,156.51,151.25,95.48,97.11,160.51,157.33,84.21,88.28,23.38,1.17,24.6,4.25,0.43,0,0.726,83.3,flight,good,"Good depth, push harder through the heels.",71
SES_VER_POO_0003,athlete_61,383,vertical_jump,121.31,142.78,142.04,137.24,86.88,89.02,138.68,140.25,59.97,77.52,36.82,0.87,26.15,-1.22,0.45,17.9,0.637,38.3,flight,poor,Critical form deviation.,12
SES_CRI_ELI_0016,athlete_73,1929,cricket_bat,116.74,123.53,138.78,139.72,86.24,98.18,144.98,151.04,85.7,89.92,14.33,1.45,35.74,1.94,0.43,0,0.801,93.5,descent,elite,Hold this form.,64
SES_JAV_AVE_0014,athlete_60,1710,javelin,137.96,139.23,178,142.04,121.24,140.41,140.33,168.71,102.34,97.6,42.29,3.8,21.97,3.08,0.59,0,0.617,67.7,setup,average,Activate core more.,57
SES_CRI_ELI_0016,athlete_76,2024,cricket_bat,118.07,124.58,137.12,139.56,80.85,87.12,135.8,144.52,95.56,84.67,20.72,2.15,51.96,3.27,0.46,0,0.798,95.0,descent,elite,Hold this form.,67
SES_SPR_AVE_0010,athlete_32,1219,sprint,71.5,66.02,132.78,115.87,99.35,96.42,97.93,115.48,85.35,91.8,27.86,1.97,20.64,0.35,0.51,0,0.739,60.4,descent,average,Control trunk lean.,40
SES_SNA_POO_0007,athlete_11,914,snatch,130.13,120.48,141.77,143.52,74.49,78.19,128.27,142.05,74.27,76.94,46.74,2.14,29.83,1.47,0.37,0,0.694,44.7,takeoff,poor,Work on symmetry.,30
SES_JAV_POO_0015,athlete_47,1874,javelin,142.24,142.7,164.21,160.89,131.06,123.56,152.25,161.73,80.43,60.09,45.89,4.82,22.78,-0.61,0.3,0,0.593,42.1,descent,poor,Critical form deviation.,62
SES_JAV_GOO_0013,athlete_32,1651,javelin,112.7,124.42,147.9,145.59,169.32,164.3,146.46,126.64,99.37,89.58,56.6,2.86,21.56,-0.94,0.54,0,0.704,81.2,setup,good,"Good depth, push harder through the heels.",55
SES_VER_GOO_0001,athlete_52,150,vertical_jump,108.14,96.86,91.27,108.24,81.82,80.62,124.8,158.81,64.27,82.45,11.7,4.13,17.4,-1.83,0.55,44.6,0.802,81.0,setup,good,Extend hips fully.,5
SES_JAV_GOO_0013,athlete_32,1658,javelin,121.24,124.75,153.24,145.76,155.41,165.69,134.53,139.06,88.55,85.02,42.37,2.86,21.56,-0.94,0.54,0,0.717,81.1,descent,good,"Good depth, push harder through the heels.",55
